Brand,Year,Driven_kms,Fuel_Type,Transmission,Seller_Type,Owner,City,Selling_Price_Lakh
Renault,2016,142433,Electric,Manual,Individual,2,Hyderabad,0.95
Honda,2010,127214,Diesel,Automatic,Dealer,2,Mumbai,0.5
Honda,2016,155996,CNG,Manual,Individual,1,Delhi,0.5
Kia,2014,49750,CNG,Manual,Dealer,1,Hyderabad,0.53
Toyota,2012,182177,Electric,Manual,Dealer,2,Chennai,1.48
Kia,2022,77944,CNG,Automatic,Dealer,2,Delhi,4.53
Kia,2023,198719,Diesel,Manual,Dealer,1,Hyderabad,3.8
Toyota,2013,117728,CNG,Automatic,Dealer,0,Hyderabad,2.11
Volkswagen,2010,157824,Diesel,Automatic,Individual,1,Bangalore,2.64
Skoda,2011,25540,CNG,Manual,Individual,2,Hyderabad,1.14
Mahindra,2024,189810,Electric,Automatic,Dealer,0,Kolkata,6.3
Kia,2019,122472,Electric,Manual,Individual,2,Pune,4.49
Honda,2019,47234,Petrol,Automatic,Individual,1,Hyderabad,4.46
Tata,2011,19189,Diesel,Automatic,Dealer,1,Mumbai,0.5
Renault,2013,113460,Electric,Manual,Dealer,2,Bangalore,0.5
Maruti,2008,12995,Petrol,Automatic,Individual,0,Hyderabad,0.5
Hyundai,2022,188934,Diesel,Manual,Dealer,2,Delhi,0.89
Tata,2016,19369,CNG,Manual,Individual,2,Chennai,0.5
Skoda,2019,166499,Electric,Manual,Individual,1,Delhi,5.55
Volkswagen,2009,170312,Electric,Manual,Dealer,2,Ahmedabad,1.29
Maruti,2020,198328,Petrol,Automatic,Individual,2,Chennai,0.5
Hyundai,2013,82952,CNG,Automatic,Dealer,0,Mumbai,0.5
Toyota,2012,144930,Petrol,Automatic,Dealer,2,Delhi,0.5
Honda,2015,99815,Diesel,Manual,Dealer,2,Pune,0.85
Mahindra,2016,97930,Petrol,Automatic,Individual,0,Bangalore,2.21
Renault,2018,77497,CNG,Automatic,Individual,1,Kolkata,1.25
Maruti,2024,90853,CNG,Manual,Dealer,0,Mumbai,2.11
Skoda,2008,87708,CNG,Automatic,Individual,1,Ahmedabad,1.4
Volkswagen,2016,145418,Petrol,Manual,Dealer,2,Kolkata,0.5
Maruti,2011,154338,CNG,Automatic,Dealer,2,Hyderabad,0.5
Honda,2024,12391,Electric,Automatic,Individual,2,Ahmedabad,8.42
Tata,2022,148350,CNG,Automatic,Dealer,2,Mumbai,2.03
Toyota,2011,97954,Petrol,Manual,Dealer,0,Delhi,0.79
Renault,2020,170681,Electric,Manual,Dealer,2,Delhi,1.52
Tata,2013,128548,Petrol,Automatic,Individual,0,Kolkata,0.62
Mahindra,2019,124289,Diesel,Manual,Dealer,1,Kolkata,1.58
Kia,2008,175798,Electric,Automatic,Dealer,2,Bangalore,0.5
Maruti,2018,117995,Petrol,Manual,Individual,1,Hyderabad,0.5
Honda,2016,193357,CNG,Automatic,Dealer,1,Chennai,0.65
Hyundai,2014,130974,Diesel,Manual,Dealer,1,Ahmedabad,0.5
Honda,2021,164571,Petrol,Automatic,Dealer,0,Delhi,4.17
Honda,2019,40648,Petrol,Manual,Individual,0,Hyderabad,5.75
Hyundai,2008,199581,Electric,Manual,Individual,0,Kolkata,0.5
Mahindra,2018,52328,CNG,Manual,Individual,1,Delhi,2.17
Skoda,2021,49876,Diesel,Manual,Individual,0,Chennai,8.1
Volkswagen,2009,139096,Diesel,Automatic,Individual,0,Bangalore,2.11
Honda,2016,187509,Diesel,Automatic,Dealer,2,Ahmedabad,1.78
Hyundai,2020,165902,CNG,Automatic,Individual,0,Mumbai,2.15
Volkswagen,2023,158110,Petrol,Manual,Dealer,0,Ahmedabad,5.8
Maruti,2023,87950,Diesel,Manual,Individual,0,Ahmedabad,3.56
Skoda,2010,197290,Electric,Automatic,Individual,1,Delhi,3.29
Volkswagen,2020,143264,Petrol,Automatic,Dealer,1,Delhi,6.68
Renault,2017,62955,Electric,Manual,Individual,1,Delhi,2.35
Volkswagen,2013,89252,Petrol,Manual,Individual,1,Hyderabad,2.01
Honda,2017,66476,Diesel,Manual,Dealer,1,Mumbai,3.12
Toyota,2010,105957,Electric,Automatic,Individual,2,Chennai,3.33
Skoda,2013,183358,Electric,Manual,Individual,1,Delhi,2.24
Skoda,2021,21317,Petrol,Manual,Dealer,1,Delhi,5.75
Volkswagen,2012,61465,Petrol,Manual,Individual,1,Pune,2.62
Maruti,2009,140936,CNG,Manual,Individual,2,Kolkata,0.5
Hyundai,2012,90134,Electric,Manual,Individual,0,Ahmedabad,0.85
Tata,2010,152042,CNG,Manual,Dealer,0,Bangalore,0.5
Maruti,2014,188922,CNG,Manual,Individual,2,Pune,0.5
Maruti,2020,94711,CNG,Manual,Individual,1,Ahmedabad,0.5
Mahindra,2021,47943,Electric,Automatic,Individual,1,Chennai,7.6
Hyundai,2023,131964,CNG,Manual,Dealer,1,Ahmedabad,0.92
Kia,2011,131718,Petrol,Automatic,Individual,1,Hyderabad,0.5
Toyota,2017,32907,Petrol,Automatic,Dealer,0,Kolkata,6.46
Tata,2015,50962,Petrol,Automatic,Dealer,2,Ahmedabad,0.5
Hyundai,2024,51103,Electric,Automatic,Individual,1,Pune,6.7
Tata,2016,79548,Diesel,Manual,Individual,2,Bangalore,0.5
Tata,2024,112374,CNG,Manual,Individual,1,Ahmedabad,2.66
Volkswagen,2019,151043,Diesel,Automatic,Individual,0,Bangalore,6.57
Tata,2013,126429,Electric,Automatic,Individual,1,Pune,1.96
Honda,2016,122180,Petrol,Automatic,Dealer,1,Hyderabad,1.4
Hyundai,2021,178252,Petrol,Automatic,Individual,0,Kolkata,2.71
Hyundai,2008,96298,Diesel,Automatic,Individual,2,Delhi,0.5
Volkswagen,2014,161885,Petrol,Manual,Individual,0,Kolkata,3.26
Kia,2016,131968,Petrol,Automatic,Individual,2,Ahmedabad,1.69
Toyota,2010,140832,Petrol,Automatic,Dealer,0,Pune,1.15
Renault,2014,146782,Petrol,Manual,Dealer,0,Bangalore,0.5
Kia,2021,82211,CNG,Manual,Dealer,0,Kolkata,4.51
Maruti,2018,6605,Electric,Manual,Dealer,1,Bangalore,3.12
Honda,2018,98972,Electric,Automatic,Individual,2,Delhi,4.4
Kia,2019,53792,Electric,Manual,Individual,0,Pune,5.95
Skoda,2008,122456,Diesel,Automatic,Dealer,0,Hyderabad,2.76
Kia,2013,117203,Petrol,Automatic,Individual,0,Pune,2.02
Skoda,2008,147090,CNG,Manual,Individual,1,Bangalore,0.5
Renault,2022,175468,Diesel,Automatic,Individual,2,Pune,1.16
Renault,2021,125421,Diesel,Manual,Dealer,0,Kolkata,2.89
Maruti,2019,196091,Diesel,Manual,Individual,1,Delhi,0.5
Mahindra,2011,148391,Electric,Automatic,Individual,0,Hyderabad,1.35
Kia,2020,42373,Electric,Manual,Dealer,0,Delhi,6.39
Honda,2016,46679,Diesel,Manual,Individual,2,Ahmedabad,2.39
Honda,2023,59367,CNG,Manual,Individual,1,Kolkata,2.71
Renault,2010,119372,Electric,Automatic,Dealer,0,Mumbai,0.5
Skoda,2014,129314,Electric,Automatic,Dealer,1,Delhi,5.12
Honda,2023,57773,Diesel,Manual,Dealer,0,Pune,6.8
Honda,2016,116101,Electric,Automatic,Individual,1,Mumbai,4.16
Maruti,2013,166901,Diesel,Automatic,Individual,0,Hyderabad,0.5
Kia,2011,170755,CNG,Automatic,Individual,1,Ahmedabad,0.5
Skoda,2016,143369,CNG,Automatic,Individual,0,Ahmedabad,4.85
Volkswagen,2015,66332,Petrol,Manual,Individual,0,Kolkata,4.86
Honda,2014,182573,Diesel,Manual,Dealer,1,Ahmedabad,0.5
Kia,2012,7702,Diesel,Manual,Individual,0,Chennai,3.16
Volkswagen,2014,121293,CNG,Manual,Individual,1,Bangalore,1.86
Honda,2017,152336,Petrol,Automatic,Individual,1,Hyderabad,2.32
Tata,2011,164789,Diesel,Automatic,Dealer,1,Mumbai,0.5
Hyundai,2015,45774,CNG,Automatic,Dealer,1,Kolkata,0.5
Mahindra,2017,48260,Electric,Manual,Individual,2,Chennai,3.82
Maruti,2024,169396,CNG,Manual,Individual,2,Hyderabad,0.5
Maruti,2024,70959,CNG,Automatic,Dealer,0,Pune,3.94
Kia,2016,74145,Electric,Automatic,Dealer,2,Bangalore,5.22
Honda,2024,156495,CNG,Automatic,Individual,1,Chennai,5.17
Hyundai,2009,115019,Petrol,Automatic,Individual,0,Bangalore,0.5
Hyundai,2010,129801,Electric,Automatic,Individual,0,Kolkata,0.88
Toyota,2013,40909,Diesel,Manual,Dealer,1,Delhi,3.51
Maruti,2008,7378,CNG,Manual,Dealer,0,Chennai,0.5
Kia,2008,12108,Diesel,Automatic,Dealer,2,Mumbai,0.5
Hyundai,2011,151831,Petrol,Automatic,Dealer,1,Pune,0.5
Honda,2022,121787,Diesel,Automatic,Individual,1,Delhi,6.17
Honda,2023,63507,Petrol,Manual,Dealer,1,Delhi,4.57
Volkswagen,2022,16758,Diesel,Manual,Individual,2,Bangalore,7.2
Hyundai,2012,140912,Electric,Automatic,Dealer,1,Bangalore,1.37
Mahindra,2021,43314,Petrol,Automatic,Individual,2,Mumbai,3.93
Volkswagen,2013,114995,Diesel,Manual,Dealer,0,Chennai,3.31
Honda,2017,158516,Diesel,Manual,Dealer,1,Hyderabad,1.48
Skoda,2008,94796,Petrol,Automatic,Individual,0,Kolkata,2.54
Maruti,2014,88199,CNG,Manual,Individual,2,Ahmedabad,0.5
Tata,2022,27762,Petrol,Automatic,Dealer,0,Chennai,4.86
Skoda,2022,107089,CNG,Manual,Individual,2,Bangalore,4.86
Tata,2018,96557,Petrol,Manual,Individual,0,Hyderabad,1.8
Honda,2010,110374,Electric,Manual,Individual,1,Kolkata,1.38
Maruti,2018,185370,Petrol,Automatic,Individual,1,Delhi,0.5
Skoda,2024,141331,Petrol,Manual,Individual,0,Bangalore,7.47
Toyota,2014,193468,Diesel,Manual,Dealer,2,Kolkata,0.5
Honda,2022,152616,Diesel,Manual,Dealer,2,Hyderabad,2.69
Tata,2014,125041,Diesel,Automatic,Dealer,1,Chennai,0.5
Honda,2017,24032,Diesel,Manual,Dealer,2,Mumbai,3.96
Volkswagen,2019,83239,Diesel,Manual,Individual,2,Chennai,5.23
Tata,2023,81503,Diesel,Automatic,Individual,2,Delhi,3.98
Kia,2024,33709,CNG,Manual,Individual,1,Ahmedabad,6.11
Tata,2008,121905,Petrol,Automatic,Individual,1,Kolkata,0.5
Mahindra,2012,57551,Electric,Automatic,Individual,1,Bangalore,2.19
Maruti,2021,170100,Petrol,Manual,Dealer,1,Mumbai,0.5
Honda,2020,120461,Petrol,Automatic,Individual,1,Mumbai,4.28
Volkswagen,2016,34774,Diesel,Automatic,Dealer,0,Hyderabad,7.36
Toyota,2012,110885,Diesel,Manual,Dealer,1,Hyderabad,2.41
Skoda,2017,81626,CNG,Manual,Dealer,0,Chennai,4.6
Mahindra,2021,133167,CNG,Manual,Dealer,1,Pune,1.4
Hyundai,2023,189123,CNG,Manual,Individual,1,Chennai,0.56
Tata,2015,187728,Petrol,Automatic,Individual,0,Mumbai,0.5
Tata,2017,61314,Electric,Manual,Individual,2,Delhi,1.04
Kia,2011,53626,Diesel,Automatic,Dealer,1,Chennai,3.65
Renault,2023,44464,CNG,Manual,Dealer,0,Pune,3.69
Kia,2011,87091,Petrol,Automatic,Individual,0,Delhi,1.8
Tata,2021,128892,Petrol,Automatic,Dealer,1,Mumbai,2.67
Maruti,2014,164204,Diesel,Manual,Dealer,0,Bangalore,0.5
Volkswagen,2011,66174,Electric,Manual,Dealer,2,Ahmedabad,3.34
Volkswagen,2020,64572,CNG,Automatic,Dealer,2,Chennai,5.42
Kia,2009,40982,Diesel,Automatic,Individual,1,Kolkata,1.98
Kia,2013,56789,Diesel,Manual,Individual,0,Delhi,2.74
Maruti,2010,124801,Petrol,Manual,Individual,2,Kolkata,0.5
Skoda,2014,163738,Petrol,Manual,Dealer,0,Kolkata,3.25
Mahindra,2017,73267,Petrol,Automatic,Individual,1,Ahmedabad,2.75
Tata,2017,70624,Petrol,Automatic,Individual,1,Bangalore,2.01
Hyundai,2014,165568,Petrol,Manual,Individual,2,Kolkata,0.5
Renault,2012,92645,CNG,Manual,Individual,0,Mumbai,0.5
Tata,2011,107164,Petrol,Manual,Individual,1,Delhi,0.5
Volkswagen,2020,76441,CNG,Automatic,Dealer,0,Delhi,7.36
Skoda,2023,12795,CNG,Manual,Individual,2,Hyderabad,6.15
Maruti,2018,105752,Electric,Manual,Individual,1,Delhi,1.34
Kia,2017,11486,Diesel,Manual,Dealer,1,Hyderabad,4.19
Hyundai,2021,27768,Electric,Automatic,Individual,1,Delhi,5.41
Mahindra,2009,84576,Petrol,Manual,Individual,2,Kolkata,0.5
Maruti,2024,84988,Petrol,Automatic,Dealer,2,Bangalore,1.82
Hyundai,2016,173607,CNG,Manual,Individual,0,Bangalore,0.5
Skoda,2014,116473,Electric,Manual,Individual,2,Delhi,4.51
Tata,2023,77929,Petrol,Automatic,Individual,1,Pune,4.29
Kia,2014,114316,Electric,Manual,Dealer,0,Kolkata,2.77
Kia,2018,142498,CNG,Manual,Individual,1,Mumbai,1.57
Toyota,2013,137685,Electric,Manual,Dealer,0,Mumbai,4.27
Renault,2017,154659,Electric,Manual,Dealer,2,Chennai,0.5
Toyota,2015,133495,CNG,Manual,Dealer,1,Ahmedabad,2.5
Volkswagen,2016,129772,Petrol,Manual,Dealer,1,Ahmedabad,2.29
Mahindra,2018,142072,Diesel,Manual,Individual,0,Kolkata,2.62
Skoda,2015,90823,Petrol,Automatic,Individual,0,Pune,5.82
Hyundai,2009,170064,Petrol,Manual,Dealer,0,Mumbai,0.5
Volkswagen,2013,121675,Diesel,Manual,Dealer,0,Kolkata,3.47
Volkswagen,2011,110060,Petrol,Manual,Dealer,2,Pune,0.6
Tata,2011,69095,CNG,Automatic,Dealer,2,Mumbai,0.5
Tata,2020,67144,Electric,Manual,Individual,1,Hyderabad,4.1
Skoda,2017,30106,Diesel,Automatic,Dealer,2,Pune,6.65
Toyota,2008,102133,Petrol,Manual,Dealer,2,Delhi,0.5
Toyota,2012,126464,Diesel,Automatic,Individual,2,Ahmedabad,1.39
Tata,2017,96975,Electric,Automatic,Individual,1,Kolkata,3.13
Hyundai,2013,19687,Diesel,Automatic,Individual,2,Hyderabad,0.5
Honda,2010,174988,CNG,Manual,Dealer,2,Chennai,0.5
Tata,2024,20866,Diesel,Automatic,Dealer,0,Bangalore,7.19
Renault,2018,149755,Electric,Automatic,Individual,2,Kolkata,2.21
Mahindra,2018,85350,Electric,Manual,Dealer,2,Hyderabad,4.22
Hyundai,2014,77608,CNG,Automatic,Individual,1,Ahmedabad,0.5
Renault,2012,196612,Petrol,Manual,Dealer,1,Kolkata,0.5
Volkswagen,2015,139936,Electric,Automatic,Dealer,0,Chennai,6.55
Skoda,2023,123880,CNG,Manual,Dealer,2,Bangalore,4.52
Skoda,2014,161676,Electric,Manual,Dealer,0,Kolkata,4.55
Kia,2019,32776,Diesel,Manual,Dealer,1,Delhi,5.17
Hyundai,2010,196619,Diesel,Manual,Dealer,1,Hyderabad,0.5
Renault,2011,142179,Diesel,Manual,Individual,1,Pune,0.5
Kia,2014,69336,Electric,Manual,Individual,1,Pune,2.8
Toyota,2008,198347,Electric,Manual,Individual,0,Mumbai,0.5
Honda,2024,70025,Diesel,Automatic,Dealer,1,Mumbai,7.29
Honda,2010,169547,Electric,Manual,Individual,1,Bangalore,0.75
Mahindra,2014,171977,Diesel,Manual,Individual,1,Chennai,0.5
Skoda,2023,195926,Diesel,Manual,Individual,2,Delhi,4.9
Maruti,2017,80635,Electric,Automatic,Individual,2,Hyderabad,1.86
Tata,2015,190483,Diesel,Manual,Dealer,0,Delhi,0.5
Renault,2008,17067,Diesel,Automatic,Dealer,0,Delhi,0.5
Volkswagen,2020,145495,Diesel,Manual,Dealer,2,Ahmedabad,4.28
Tata,2022,195946,CNG,Manual,Dealer,0,Mumbai,0.5
Honda,2014,92310,Petrol,Manual,Individual,1,Hyderabad,1.01
Mahindra,2019,163887,Electric,Manual,Dealer,0,Ahmedabad,3.46
Skoda,2018,32130,Petrol,Automatic,Individual,1,Hyderabad,6.34
Mahindra,2022,80332,Electric,Automatic,Dealer,1,Kolkata,6.71
Toyota,2018,62116,CNG,Automatic,Individual,1,Bangalore,5.53
Tata,2011,177952,Electric,Manual,Dealer,0,Bangalore,0.5
Mahindra,2018,69666,CNG,Automatic,Dealer,1,Kolkata,1.59
Tata,2008,93995,CNG,Automatic,Individual,2,Ahmedabad,0.5
Honda,2023,182006,Electric,Automatic,Dealer,1,Delhi,6.28
Honda,2009,54648,Petrol,Automatic,Dealer,0,Hyderabad,1.46
Maruti,2008,10941,CNG,Manual,Individual,1,Hyderabad,0.5
Volkswagen,2019,14975,Diesel,Automatic,Individual,2,Hyderabad,7.43
Hyundai,2016,158267,CNG,Manual,Dealer,2,Hyderabad,0.5
Skoda,2012,116618,Electric,Automatic,Individual,2,Chennai,3.96
Skoda,2014,158054,Electric,Manual,Individual,2,Delhi,2.78
Toyota,2023,22905,Petrol,Manual,Individual,0,Kolkata,7.03
Tata,2020,111822,Diesel,Automatic,Individual,0,Hyderabad,3.84
Mahindra,2018,92635,Petrol,Manual,Individual,2,Kolkata,1.11
Tata,2014,122810,CNG,Automatic,Individual,2,Mumbai,0.5
Honda,2008,114181,Diesel,Automatic,Dealer,1,Kolkata,0.5
Tata,2020,45231,CNG,Manual,Individual,0,Mumbai,2.36
Kia,2020,177104,Electric,Manual,Dealer,2,Hyderabad,3.82
Tata,2014,199521,Electric,Manual,Individual,1,Chennai,0.5
Renault,2018,93151,CNG,Automatic,Dealer,0,Kolkata,1.87
Mahindra,2008,54681,Petrol,Automatic,Individual,1,Kolkata,0.5
Mahindra,2014,70845,Electric,Manual,Individual,1,Kolkata,2.33
Skoda,2013,100402,CNG,Manual,Individual,1,Ahmedabad,1.32
Skoda,2018,189233,Petrol,Manual,Dealer,2,Ahmedabad,2.26
Volkswagen,2019,72786,Diesel,Automatic,Dealer,1,Pune,7.58
Toyota,2020,98828,Electric,Manual,Dealer,2,Kolkata,5.84
Tata,2015,50389,Electric,Manual,Dealer,2,Kolkata,1.11
Mahindra,2017,120381,Diesel,Manual,Individual,0,Delhi,2.3
Skoda,2016,103600,Diesel,Manual,Dealer,0,Pune,4.63
Maruti,2013,188966,Petrol,Manual,Dealer,1,Hyderabad,0.5
Mahindra,2010,46290,Diesel,Manual,Dealer,0,Bangalore,0.5
Mahindra,2010,100056,Diesel,Automatic,Dealer,0,Chennai,0.76
Kia,2011,175997,Petrol,Automatic,Individual,0,Kolkata,0.5
Maruti,2017,129386,Diesel,Manual,Dealer,1,Delhi,0.5
Kia,2016,152259,CNG,Automatic,Dealer,1,Delhi,1.29
Tata,2016,190972,Petrol,Automatic,Individual,0,Pune,0.5
Volkswagen,2008,161745,Diesel,Automatic,Dealer,2,Ahmedabad,0.58
Toyota,2011,97459,CNG,Automatic,Individual,1,Chennai,2.13
Hyundai,2023,153191,Petrol,Manual,Individual,0,Pune,3.03
Mahindra,2022,5554,CNG,Manual,Individual,1,Chennai,3.47
Toyota,2022,138149,Diesel,Automatic,Dealer,1,Bangalore,6.46
Mahindra,2009,123044,Electric,Automatic,Individual,2,Chennai,0.5
Volkswagen,2008,81402,Petrol,Manual,Dealer,1,Bangalore,0.52
Toyota,2020,43304,Electric,Automatic,Dealer,1,Bangalore,9.25
Honda,2022,74661,Petrol,Manual,Dealer,1,Delhi,4.23
Mahindra,2015,26012,Petrol,Manual,Individual,1,Delhi,1.49
Maruti,2024,123488,Diesel,Automatic,Dealer,0,Kolkata,4.42
Hyundai,2014,135254,Electric,Manual,Individual,0,Kolkata,0.5
Volkswagen,2012,42924,Diesel,Manual,Individual,2,Pune,2.53
Honda,2015,86036,Electric,Manual,Individual,0,Pune,3.51
Mahindra,2009,80088,CNG,Manual,Individual,2,Ahmedabad,0.5
Kia,2023,154176,CNG,Manual,Dealer,0,Bangalore,2.36
Kia,2008,58710,Diesel,Automatic,Individual,0,Ahmedabad,1.99
Mahindra,2010,85229,Electric,Automatic,Dealer,0,Bangalore,3.35
Volkswagen,2014,57211,CNG,Manual,Individual,1,Pune,3.02
Kia,2013,43973,Electric,Automatic,Dealer,0,Mumbai,4.43
Tata,2020,136892,Diesel,Automatic,Individual,2,Mumbai,1.63
Honda,2022,155786,Electric,Automatic,Dealer,1,Mumbai,6.13
Kia,2013,72502,Diesel,Manual,Individual,0,Kolkata,1.8
Hyundai,2021,91915,Petrol,Manual,Individual,2,Bangalore,1.45
Volkswagen,2009,27321,Electric,Manual,Dealer,1,Mumbai,4.3
Volkswagen,2012,50816,CNG,Automatic,Dealer,2,Chennai,2.16
Skoda,2020,42931,CNG,Automatic,Individual,2,Mumbai,6.42
Skoda,2011,159040,Petrol,Automatic,Individual,2,Chennai,1.98
Mahindra,2022,71632,Diesel,Automatic,Individual,1,Kolkata,6.38
Volkswagen,2013,163310,Electric,Manual,Dealer,0,Bangalore,5.58
Skoda,2015,182262,Electric,Manual,Individual,2,Hyderabad,2.82
Honda,2024,173891,Petrol,Manual,Individual,1,Hyderabad,5.1
Renault,2008,170727,Electric,Manual,Dealer,0,Chennai,0.5
Maruti,2011,155054,Diesel,Automatic,Dealer,1,Bangalore,0.5
Renault,2023,194007,Diesel,Automatic,Individual,1,Chennai,3.15
Maruti,2020,56026,Diesel,Manual,Dealer,0,Hyderabad,2.07
Volkswagen,2019,126476,Electric,Automatic,Individual,0,Pune,8.5
Maruti,2024,88186,CNG,Automatic,Individual,0,Delhi,2.72
Mahindra,2014,95544,Diesel,Manual,Dealer,0,Hyderabad,1.25
Tata,2009,143938,CNG,Manual,Individual,1,Chennai,0.5
Mahindra,2013,192659,Petrol,Automatic,Dealer,2,Chennai,0.5
Skoda,2023,80904,Electric,Manual,Dealer,1,Bangalore,8.76
Kia,2009,13625,Electric,Manual,Individual,1,Chennai,2.33
Volkswagen,2023,35266,CNG,Manual,Individual,1,Delhi,7.46
Hyundai,2014,59854,CNG,Automatic,Dealer,1,Ahmedabad,0.5
Toyota,2014,173997,Petrol,Automatic,Dealer,2,Chennai,1.48
Toyota,2013,104046,Diesel,Automatic,Dealer,1,Kolkata,3.21
Volkswagen,2016,148133,Diesel,Automatic,Dealer,1,Ahmedabad,4.96
Kia,2010,19846,CNG,Automatic,Dealer,0,Bangalore,2.33
Toyota,2019,195692,CNG,Automatic,Dealer,2,Pune,1.77
Mahindra,2020,40267,Diesel,Manual,Individual,1,Pune,3.39
Maruti,2021,199084,CNG,Automatic,Dealer,0,Ahmedabad,0.5
Honda,2020,118427,Diesel,Automatic,Dealer,1,Bangalore,4.65
Mahindra,2021,117283,CNG,Automatic,Individual,0,Bangalore,4.41
Renault,2016,49522,CNG,Automatic,Individual,0,Mumbai,1.7
Mahindra,2015,117887,Petrol,Automatic,Dealer,2,Delhi,0.5
Toyota,2021,164627,Diesel,Manual,Dealer,1,Ahmedabad,4.19
Renault,2013,101133,Diesel,Manual,Individual,2,Ahmedabad,0.5
Mahindra,2023,55118,Petrol,Manual,Individual,1,Hyderabad,3.51
Renault,2013,66651,CNG,Automatic,Dealer,0,Ahmedabad,0.5
Kia,2020,13944,Electric,Automatic,Dealer,0,Mumbai,7.8
Renault,2013,70513,Electric,Automatic,Dealer,1,Bangalore,2.6
Honda,2021,25797,Petrol,Automatic,Dealer,1,Mumbai,5.88
Toyota,2015,53586,Electric,Automatic,Individual,0,Kolkata,6.84
Toyota,2021,38538,Electric,Manual,Dealer,0,Pune,8.08
Maruti,2024,65869,CNG,Manual,Dealer,1,Kolkata,2.2
Volkswagen,2022,168828,Electric,Manual,Individual,2,Pune,6.66
Skoda,2022,59322,Petrol,Automatic,Individual,2,Pune,7.28
Volkswagen,2009,123563,Diesel,Manual,Dealer,2,Bangalore,0.83
Renault,2022,55479,Petrol,Automatic,Individual,2,Hyderabad,3.06
Volkswagen,2023,157409,Diesel,Automatic,Individual,1,Mumbai,7.81
Hyundai,2018,119130,Diesel,Automatic,Dealer,0,Bangalore,2.64
Maruti,2023,194370,Diesel,Manual,Individual,0,Delhi,1.49
Tata,2023,198264,Electric,Automatic,Individual,1,Delhi,3.99
Honda,2017,105848,CNG,Automatic,Individual,0,Kolkata,3.08
Mahindra,2020,28466,CNG,Automatic,Dealer,2,Pune,2.93
Maruti,2020,102826,Electric,Automatic,Individual,0,Ahmedabad,4.29
Volkswagen,2024,184680,Petrol,Manual,Dealer,0,Pune,6.89
Mahindra,2012,161762,Petrol,Automatic,Dealer,2,Kolkata,0.5
Renault,2019,18946,CNG,Manual,Dealer,0,Kolkata,1.59
Renault,2022,82821,Electric,Automatic,Individual,0,Kolkata,6.8
Kia,2017,162917,Electric,Automatic,Dealer,0,Delhi,4.8
Honda,2013,78916,Diesel,Automatic,Individual,1,Pune,3.02
Kia,2012,38198,Petrol,Manual,Individual,2,Pune,0.5
Volkswagen,2020,185158,Electric,Automatic,Dealer,0,Delhi,7.89
Skoda,2009,169541,Electric,Automatic,Dealer,1,Hyderabad,3.11
Mahindra,2020,53001,Electric,Manual,Individual,1,Chennai,4.16
Maruti,2019,106219,Diesel,Manual,Dealer,2,Bangalore,0.5
Hyundai,2010,189382,Diesel,Automatic,Individual,1,Kolkata,0.5
Mahindra,2008,5705,Electric,Manual,Individual,1,Ahmedabad,0.73
Mahindra,2018,53351,Petrol,Automatic,Dealer,1,Pune,3.98
Kia,2015,120516,Petrol,Automatic,Dealer,0,Delhi,2.7
Mahindra,2021,78808,Electric,Automatic,Dealer,2,Hyderabad,5.84
Skoda,2022,187450,Diesel,Automatic,Dealer,2,Hyderabad,4.88
Hyundai,2016,41108,Diesel,Manual,Dealer,2,Bangalore,1.79
Mahindra,2008,119293,Diesel,Manual,Individual,2,Bangalore,0.5
Volkswagen,2009,190120,Electric,Manual,Dealer,1,Hyderabad,1.31
Volkswagen,2016,107194,Diesel,Manual,Individual,1,Chennai,3.31
Kia,2012,31009,Electric,Manual,Dealer,2,Hyderabad,2.48
Volkswagen,2010,146084,Petrol,Manual,Individual,0,Kolkata,0.5
Hyundai,2023,109901,Electric,Automatic,Individual,2,Ahmedabad,4.97
Toyota,2021,110085,Diesel,Automatic,Individual,1,Chennai,6.65
Honda,2018,128776,CNG,Manual,Individual,1,Kolkata,1.0
Toyota,2010,7722,CNG,Manual,Dealer,1,Hyderabad,1.64
Renault,2017,83398,Petrol,Manual,Dealer,2,Bangalore,0.5
Renault,2018,40383,Diesel,Automatic,Dealer,2,Bangalore,3.08
Renault,2018,128441,Electric,Manual,Dealer,1,Mumbai,1.98
Tata,2014,96307,Petrol,Manual,Individual,0,Kolkata,0.5
Honda,2019,195161,Diesel,Automatic,Dealer,0,Kolkata,4.56
Kia,2020,194787,CNG,Manual,Individual,1,Kolkata,1.14
Mahindra,2011,13077,Electric,Automatic,Individual,0,Hyderabad,3.11
Toyota,2012,141113,Diesel,Manual,Dealer,0,Mumbai,2.56
Mahindra,2015,92388,Diesel,Manual,Dealer,1,Ahmedabad,2.16
Kia,2020,45637,CNG,Automatic,Individual,0,Pune,5.39
Honda,2015,125156,Diesel,Manual,Individual,0,Ahmedabad,3.4
Hyundai,2021,176077,Diesel,Manual,Dealer,1,Delhi,1.3
Hyundai,2013,46711,Petrol,Automatic,Individual,2,Chennai,0.5
Tata,2018,124149,Electric,Automatic,Individual,1,Pune,2.92
Mahindra,2016,31057,Petrol,Manual,Dealer,0,Kolkata,3.15
Hyundai,2014,77264,CNG,Manual,Individual,0,Pune,0.5
Renault,2015,193687,CNG,Manual,Dealer,0,Kolkata,0.5
Mahindra,2022,63037,CNG,Manual,Dealer,0,Mumbai,3.47
Skoda,2023,55318,Petrol,Automatic,Individual,0,Delhi,8.74
